"Blancos", 0, 9396, 1.39
"Nulos", 0, 9197, 1.36
"PP", 32, 307558, 46.21
"PSOE", 30, 289467, 43.49
"IU-V-SIEX", 3, 37096, 5.57
"UPyD", 0, 7062, 1.06
"IPEX", 0, 4675, 0.7
"ECOLO VERDES", 0, 3855, 0.58
"U.P.EX.", 0, 2184, 0.33
"PUM+J", 0, 1565, 0.24
"CEX", 0, 1054, 0.16
"PCPE", 0, 839, 0.13
"CenB", 0, 772, 0.12
