"Blancos", 0, 4531, 2.69
"Nulos", 0, 3418, 2.03
"PP", 20, 85644, 51.87
"PSOE", 11, 50027, 30.3
"PR", 2, 8987, 5.44
"IU", 0, 6099, 3.69
"UPyD", 0, 5894, 3.57
"E-V", 0, 2031, 1.23
"PUM+J", 0, 689, 0.42
"P.C.P.E.", 0, 662, 0.4
"PACMA", 0, 557, 0.34
