'P.P.  ' 18   20.023   65,20%  
'Caballas ' 4  4.404  14,34% 
'P.S.O.E. ' 3  3.578  11,65% 
'UPyD '    815  2,65% 
'P.D.S.C. '    720  2,34% 
'LV-GV DE CEUTA '    566  1,84% 
'FE '    138  0,45% 
'  '         
