'AISMH ' 4  135  0.26 
'A E VILLAR DEL RÍO ' 3  65  0.13 
'AIRE ' 2  56  0.11 
'AIDOyP ' 2  40  0.08 
'AEIDLA ' 2  40  0.08 
'A I CARRASCOSA DE LA SIERRA ' 2  10  0.02 
'IUCyL ' 1  931  1.82 
'AMI ' 1  225  0.44 
'A E YANGUAS ' 1  49  0.10 
'AIER ' 1  44  0.09 
'PCAL ' 1  39  0.08 
'C's '    516  1.01 
'UPyD '    154  0.30 
'AMIN '    27  0.05 
'EIDA '    15  0.03 
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'CiU  ' 782   108738   33.08  
'PSC-PM ' 413  80052  24.35 
'ESQUERRA-AM ' 244  37347  11.36 
'PP ' 86  37002  11.26 
'FIC ' 43  6048  1.84 
'ICV-EUiA-E ' 37  13505  4.11 
'SI ' 10  3515  1.07 
'PxC ' 9  7543  2.29 
'UMdC ' 6  763  0.23 
'CUP ' 5  5016  1.53 
'+bv ' 5  393  0.12 
'LES PILES PEL FUTUR ' 5  76  0.02 
'UM ' 4  153  0.05 
'INDEPENDENTS PER CONESA ' 4  67  0.02 
'NMC ' 3  1318  0.40 
'UAM ' 3  870  0.26 
'PP-UPCx ' 3  375  0.11 
'UNICAT ' 3  369  0.11 
'100xB ' 3  326  0.10 
'A D B ' 3  130  0.04 
'UTPS ' 2  593  0.18 
'Vx+ ' 2  414  0.13 
'IDEAL ' 2  294  0.09 
'GENT DE PUIGPELAT ' 2  88  0.03 
'C's ' 1  2103  0.64 
'AReus ' 1  1979  0.60 
'CORI ' 1  1880  0.57 
'EBIN ' 1  652  0.20 
'EV-GVE ' 1  617  0.19 
'RDS ' 1  389  0.12 
'L'AGRUPACIO ' 1  315  0.10 
'esquerraunitaria ' 1  152  0.05 
'ESPLUGA VIVA ' 1  138  0.04 
'GP ' 1  126  0.04 
'VD '    602  0.18 
'Eb-CenB '    523  0.16 
'ANEMI '    417  0.13 
'SxSPC '    330  0.10 
'PACMA '    295  0.09 
'RESTO '    2643  0.80 
'PSOE  ' 395   24309   29.89  
'PP ' 388  28109  34.56 
'PAR ' 310  16057  19.74 
'COMPROMISO CON ARAGON ' 51  2628  3.23 
'CHA ' 25  3896  4.79 
'IU ' 20  5239  6.44 
'FIA ' 4  170  0.21 
'ERC / ESQUERRA ' 1  66  0.08 
'UPyD '    354  0.44 
'ECOLO '    26  0.03 
'DN '    11  0.01 
'LVE '    3  0 
'  '         
'  '         
'  '         
'  '         
'PP  ' 923   180336   46.53  
'PSOE ' 845  154691  39.91 
'IU ' 69  23373  6.03 
'UCIT ' 33  6471  1.67 
'URI-PCAS ' 9  2125  0.55 
'ASHL ' 7  1156  0.30 
'AEIO ' 5  791  0.20 
'UPyD ' 4  3535  0.91 
'ASI - UGENA ' 4  774  0.20 
'CU ' 4  99  0.03 
'AILY ' 3  967  0.25 
'APV ' 3  361  0.09 
'CCD ' 3  145  0.04 
'UPNS ' 2  366  0.09 
'AIV ' 2  331  0.09 
'GICCALIPO-FA ' 2  312  0.08 
'AIPy U ' 2  283  0.07 
'AELY ' 1  409  0.11 
'C X C ' 1  390  0.10 
'UVY ' 1  288  0.07 
'CDS ' 1  280  0.07 
'AVC-F ' 1  258  0.07 
'UIC ' 1  255  0.07 
'PAPRONA ' 1  193  0.05 
'CPI ' 1  156  0.04 
'AIC ' 1  156  0.04 
'AESP ' 1  148  0.04 
'LIDER ' 1  127  0.03 
'VERDES ' 1  124  0.03 
'AISA ' 1  106  0.03 
'UCI ' 1  94  0.02 
'CENB '    261  0.07 
'ASIL '    245  0.06 
'AES '    218  0.06 
'PCPE '    102  0.03 
'PPVR '    82  0.02 
'PH '    82  0.02 
'UXC '    66  0.02 
'UVR '    60  0.02 
'RESTO '    82  0.02 
'PP  ' 1451   635743   46.67  
'PSOE ' 979  373376  27.41 
'BLOC-CM COMPROMÍS ' 250  128528  9.44 
'EUPV ' 100  82623  6.07 
'CVa ' 8  8789  0.65 
'PSD POR LOS CIUDADANOS ' 5  2924  0.21 
'GIP ' 5  718  0.05 
'GA ' 5  524  0.04 
'SP ' 4  4760  0.35 
'UxV ' 4  3269  0.24 
'GdO ' 4  1401  0.10 
'IP ' 4  499  0.04 
'AEA ' 4  406  0.03 
'AEPZ ' 4  204  0.01 
'ESPAÑA 2000 ' 3  6100  0.45 
'ESQUERRA-AM ' 3  4277  0.31 
'UPPA ' 3  1496  0.11 
'Sd'Alginet ' 3  1377  0.10 
'GdC ' 3  1249  0.09 
'PAIS ' 3  798  0.06 
'UPdN ' 3  738  0.05 
'AICO ' 3  303  0.02 
'IPRC ' 3  242  0.02 
'AIB ' 3  144  0.01 
'IxS ' 3  124  0.01 
'PIC-COTES ' 3  121  0.01 
'UCB ' 3  69  0.01 
'CDL ' 2  3361  0.25 
'GISPM ' 2  1414  0.10 
'+A ' 2  1363  0.10 
'POLIVA ' 2  1329  0.10 
'CAMARENA ' 2  1133  0.08 
'UPIB ' 2  1080  0.08 
'GB ' 2  1058  0.08 
'CUPO ' 2  943  0.07 
'CIALBO ' 2  908  0.07 
'IdRA ' 2  781  0.06 
'PLATAFORMA ' 2  554  0.04 
'AISAB ' 2  538  0.04 
'RESTO ' 74  59586  4.37 
'PP  ' 878   141705   47.71  
'PSOE ' 412  86544  29.14 
'PCAL-CI ' 50  11439  3.85 
'IUCyL ' 35  24245  8.16 
'IPAE ' 12  4396  1.48 
'UPyD ' 9  9990  3.36 
'URCL ' 8  1364  0.46 
'UPMAT ' 7  494  0.17 
'CDL ' 4  113  0.04 
'AQUÍ ' 4  72  0.02 
'VGI ' 4  62  0.02 
'IL ' 3  1516  0.51 
'PIVC ' 2  233  0.08 
'ACISCLAS ' 2  178  0.06 
'FE de las JONS ' 1  481  0.16 
'CIGALES PI ' 1  252  0.08 
'AMI ' 1  153  0.05 
'ADV ' 1  142  0.05 
'ASV ' 1  60  0.02 
'AEC ' 1  36  0.01 
'DN ' 1  33  0.01 
'CENB '    1026  0.35 
'PCAL '    824  0.28 
'PACMA '    756  0.25 
'SAIn '    390  0.13 
'PCPE '    339  0.11 
'PH '    314  0.11 
'CPLC '    240  0.08 
'PFyV '    236  0.08 
'INME '    207  0.07 
'A E TUDELA DE DUERO-HERRERA DE DUERO '    139  0.05 
'PPCCAL '    24  0.01 
'AEC '    16  0.01 
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'PP ' 932  58954  50.30 
'PSOE ' 483  34956  29.82 
'ADEIZA-UPZ ' 87  6235  5.32 
'IUCyL ' 26  7967  6.80 
'UPL ' 21  1671  1.43 
'UCL ' 12  781  0.67 
'ABI ' 5  119  0.10 
'SVC ' 4  262  0.22 
'PREPAL ' 3  339  0.29 
'A E I VILLARRIN DE CAMPOS ' 3  142  0.12 
'AEIA ' 2  70  0.06 
'UVI ' 1  32  0.03 
'UPyD '    1354  1.16 
'CENB '    351  0.30 
'APIC '    60  0.05 
'CI '    39  0.03 
'ALSO '    14  0.01 
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'  '         
'PSOE  ' 746   145028   30.12  
'PP ' 528  182820  37.97 
'PAR ' 422  42169  8.76 
'CHA ' 102  41993  8.72 
'IU ' 17  29443  6.11 
'FIA ' 9  2076  0.43 
'CDL ' 3  944  0.20 
'CPC ' 3  860  0.18 
'INDEPENDIENTE CALCENA ' 2  43  0.01 
'UPyD ' 1  12191  2.53 
'COMPROMISO CON ARAGON ' 1  1367  0.28 
'L'VIA ' 1  227  0.05 
'AISOS ' 1  73  0.02 
'VERDES - ECOLO VERDES ' 1  53  0.01 
'UCL ' 1  43  0.01 
'PYLN ' 1  29  0.01 
'ECOLO '    1577  0.33 
'LV-GV '    1505  0.31 
'PACMA '    1051  0.22 
'PUM+J '    587  0.12 
'TA '    500  0.10 
'pCUA '    465  0.10 
'PCPE '    384  0.08 
'PFyV '    301  0.06 
'PH '    271  0.06 
'AES '    235  0.05 
'ACC '    221  0.05 
'CAVA '    65  0.01 
'PIRUM '    47  0.01 
'A E I SABIÑAN '    29  0.01 
'UCE '    16  0 
