'PSOE' 404   28.855   34,22%  
'PP' 336  25.319  30,03% 
'PAR' 326  18.531  21,98% 
' '         
'CHA' 34  4.749  5,63% 
'IU' 26  6.094  7,23% 
'FIA' 1  41  0,05% 
' '         
' '         
' '         
' '         
' '         
'pCUA' 3  373  0,44% 
'L'ENTESA' 1  69  0,08% 
'IPN' 1  64  0,08% 
'CDIG' 1  31  0,04% 
