'P.P.  ' 15   16.820   53,93%  
'CpM ' 6  7.391  23,70% 
'P.S.O.E. ' 2  2.661  8,53% 
'PPL ' 2  2.128  6,82% 
'UPyD '    664  2,13% 
'PDM '    527  1,69% 
'PMV '    504  1,62% 
'AES '    57  0,18% 
'FE '    56  0,18% 
